"title","year","genre","duration","metacritic","rating","votes","worldwide_gross_income","user_review","critics_review"
"Les Mis<U+FFFD>rables",1998,"Crime",134,NA,7.5,30472,14.096321,207,75
"Mimic",1997,"Horror",105,55,5.9,34304,25.48049,180,139
"Mortal Kombat: Annihilation",1997,"Action",95,11,3.6,33938,51.376861,289,70
"Princess Mononoke",1997,"Animation",134,76,8.4,194920,169.785629,713,206
"Mousehunt",1997,"Comedy",98,54,6.4,39000,122.417389,114,73
"My Best Friend's Wedding",1997,"Comedy",105,50,6.3,90676,299.288605,204,93
"As Good as It Gets",1997,"Comedy",139,67,7.8,213029,314.178011,548,136
"Nothing to Lose",1997,"Action",98,NA,6.7,34373,44.480039,95,48
"The Peacemaker",1997,"Action",124,43,5.9,44264,110.46314,169,96
"The Postman",1997,"Action",177,29,5.9,52532,17.626234,426,85
"Private Parts",1997,"Biography",109,67,6.8,27937,41.230799,108,34
"The Rainmaker",1997,"Crime",135,72,7.1,42566,45.916769,166,96
"The Saint",1997,"Action",116,50,6.2,49386,118.063304,194,56
"Romy and Michele's High School Reunion",1997,"Comedy",92,59,6.1,32168,29.235353,185,56
"Scream 2",1997,"Horror",120,63,6.1,115662,172.363301,523,210
"The Lion King 2: Simba's Pride",1998,"Animation",NA,NA,6.4,37864,NA,NA,NA
"Seven Years in Tibet",1997,"Adventure",136,55,7,89275,131.457682,150,60
"Soldier",1998,"Action",99,NA,5.9,42352,14.594226,397,83
"Sphere",1998,"Drama",134,35,6,74718,37.020277,311,107
"Sliding Doors",1998,"Comedy",99,59,6.8,50090,11.841544,301,86
"Spawn",1997,"Action",96,34,5.2,49909,87.840042,234,91
"Three Kings",1999,"Action",114,82,7.2,130677,107.752036,569,128
"Starship Troopers",1997,"Action",129,51,7.2,207547,121.214377,1147,201
"Speed 2: Cruise Control",1997,"Action",121,23,3.7,57010,164.508066,283,90
"Spice World",1997,"Comedy",93,32,3.3,27229,29.342592,267,38
"The Sweet Hereafter",1997,"Drama",112,90,7.7,25497,3.263585,217,103
"A Simple Plan",1998,"Crime",121,82,7.5,47702,16.316273,440,117
"Titanic",1997,"Drama",194,74,7.7,716392,2195.169869,2884,331
"Tomorrow Never Dies",1997,"Action",119,56,6.5,137426,333.011068,381,105
"Toy Story 2",1999,"Animation",92,88,7.9,346655,497.374776,614,214
"U Turn",1997,"Crime",125,54,6.8,40486,6.682098,226,102
"The Truman Show",1998,"Drama",103,90,8.1,592268,264.118201,1165,238
"Vegas Vacation",1997,"Comedy",93,20,5.9,30694,36.40036,108,39
"Volcano",1997,"Action",104,55,5.4,54196,122.823468,212,95
"The Waterboy",1998,"Comedy",90,41,6.1,110803,185.991646,335,90
"54",1998,"Drama",93,33,5.8,26612,16.757163,196,69
"American History X",1998,"Crime",119,62,8.6,702161,23.875127,1594,174
"Armageddon",1998,"Action",151,42,6.6,297655,553.709788,1228,171
"Antz",1998,"Animation",83,72,6.6,116288,171.757863,307,106
"The Mummy",1999,"Action",124,48,7,295168,415.933406,1059,128
"Blade",1998,"Action",120,45,7.1,174609,131.18353,635,181
"A Bug's Life",1998,"Animation",95,77,7.2,193910,363.258859,373,124
"Ever After: A Cinderella Story",1998,"Comedy",121,66,7,55004,98.005666,370,95
"City of Angels",1998,"Drama",114,54,6.7,88727,198.685114,342,94
"Being John Malkovich",1999,"Comedy",113,90,7.8,238157,23.106667,888,263
"Deep Impact",1998,"Action",120,40,6.1,128192,349.464664,554,141
"Dogma",1999,"Adventure",130,62,7.4,171655,31.42933,1026,192
"Chicken Run",2000,"Animation",84,88,7,128693,224.834564,393,171
"The 13th Warrior",1999,"Action",102,42,6.6,97229,61.698899,584,96
"Enemy of the State",1998,"Action",132,67,7.3,175848,250.849789,451,90
"Eyes Wide Shut",1999,"Drama",159,68,7.3,210043,162.242684,1637,301
"Fantastic Four",2005,"Action",106,40,5.7,250168,333.535934,1029,112
"Frida",2002,"Biography",123,61,7.4,57256,56.298474,297,130
"Halloween H20: 20 Years Later",1998,"Horror",86,52,5.6,45689,55.041738,637,166
"Fear and Loathing in Las Vegas",1998,"Comedy",118,41,7.7,198691,10.680275,697,166
"The Green Mile",1999,"Crime",189,61,8.5,681825,286.801374,1761,205
"From Hell",2001,"Horror",122,54,6.8,116865,74.558115,556,181
"Half Baked",1998,"Comedy",82,16,6.7,45137,17.46002,173,42
"Hard Rain",1998,"Action",97,36,5.8,25585,19.870567,127,84
"Stepmom",1998,"Comedy",125,58,6.6,42504,159.710793,264,55
"Godzilla",1998,"Action",139,32,5.3,143660,379.014294,876,111
"The Legend of 1900",1998,"Drama",169,58,8.1,36768,21.320001,279,73
"The Mask of Zorro",1998,"Action",136,63,6.7,124695,250.288523,349,139
"Lost in Space",1998,"Action",130,42,5.1,55703,136.159423,397,114
"The Man in the Iron Mask",1998,"Action",132,48,6.4,114798,182.968902,263,88
"Lock, Stock and Two Smoking Barrels",1998,"Comedy",107,66,8.2,376899,3.753929,586,114
"Mercury Rising",1998,"Action",111,NA,6.1,50992,93.107289,146,84
"The Negotiator",1998,"Action",140,62,7.3,100971,44.547681,294,77
"Mission: Impossible II",2000,"Action",123,59,6,219038,546.388108,1501,233
"The Parent Trap",1998,"Adventure",128,64,6.4,77063,92.108518,298,59
"Payback",1999,"Action",100,46,7.1,105779,161.626121,414,153
"Out of Sight",1998,"Comedy",123,85,7.1,68313,77.745568,337,149
"The Prince of Egypt",1998,"Animation",99,64,7,83437,218.613188,413,107
"A Night at the Roxbury",1998,"Comedy",82,26,6.2,46042,30.331165,255,54
"Mulan",1998,"Animation",88,71,7.5,149921,304.320254,321,142
"The Red Violin",1998,"Drama",130,57,7.8,25548,10.019109,265,74
"Pleasantville",1998,"Comedy",124,71,7.5,97235,49.805462,727,157
"Practical Magic",1998,"Comedy",104,46,6.1,51519,46.732881,282,100
"The Lord of the Rings: The Fellowship of the Ring",2001,"Adventure",178,92,8.8,1109724,887.934303,5392,340
"The Shipping News",2001,"Drama",111,47,6.8,27231,24.690441,210,119
"A Perfect Murder",1998,"Crime",107,50,6.5,60817,128.038368,207,74
"Saving Private Ryan",1998,"Action",169,90,8.6,775637,482.349603,2610,268
"Snake Eyes",1998,"Action",98,52,5.9,61161,103.891409,258,113
"Resident Evil",2002,"Action",100,33,6.7,185410,102.984862,1178,238
"Rush Hour",1998,"Action",98,60,6.9,172338,244.721064,345,80
"Six Days Seven Nights",1998,"Action",102,51,5.7,57483,164.839294,185,106
"Star Trek: Insurrection",1998,"Action",103,64,6.4,52697,112.587658,536,174
"Tarzan",1999,"Animation",88,79,7.2,124963,448.191819,297,148
"The Thin Red Line",1998,"Drama",170,78,7.6,130364,98.127436,1506,177
"Vampires",1998,"Action",108,42,6.1,39850,20.308772,425,157
"Wag the Dog",1997,"Comedy",97,73,7.1,64519,64.256513,236,146
"U.S. Marshals",1998,"Action",131,47,6.5,72920,102.367405,148,67
"Velvet Goldmine",1998,"Drama",118,65,7,25836,1.053788,325,105
"Wild Wild West",1999,"Action",106,38,4.8,122655,222.104681,642,96
"The X Files",1998,"Mystery",121,60,6.9,77613,189.176423,314,149
"Wild Things",1998,"Crime",108,52,6.5,85655,30.147739,407,71
"X-Men",2000,"Action",104,64,7.4,404410,296.339528,1448,311
"Fantasia/2000",1999,"Animation",75,59,7.3,25328,90.87457,206,138
"The Emperor's New Groove",2000,"Animation",78,70,7.3,114178,169.327687,330,139
"The Wedding Singer",1998,"Comedy",97,59,6.8,102830,123.306987,365,102
"eXistenZ",1999,"Horror",97,68,6.8,72693,2.856712,553,192
"Star Wars: Episode I - The Phantom Menace",1999,"Action",136,51,6.5,451716,1027.082707,3856,359
"Titan A.E.",2000,"Animation",94,48,6.6,50111,36.754634,396,135
"Men in Black II",2002,"Action",88,49,6.1,242445,445.135288,650,201
"What Dreams May Come",1998,"Drama",113,44,7,78964,55.382927,676,126
"Corpse Bride",2005,"Animation",77,83,7.4,170384,118.090836,525,273
"Star Wars: Episode III - Revenge of the Sith",2005,"Action",140,68,7.7,440441,868.39056,3569,391
"Star Wars: Episode II - Attack of the Clones",2002,"Action",142,53,6.7,387569,653.77997,3660,325
"Lethal Weapon 4",1998,"Action",127,37,6.6,120030,285.444603,310,158
"Ronin",1998,"Action",122,67,7.3,137746,41.616262,619,154
"Small Soldiers",1998,"Action",108,NA,6.1,72853,54.682547,155,103
"Analyze This",1999,"Comedy",103,61,6.7,117073,176.885658,354,135
"Cube",1997,"Sci-Fi",90,61,7.3,146446,0.565727,831,133
"Gia",1998,"Biography",NA,NA,7,29031,NA,NA,NA
"Life",1999,"Comedy",108,63,6.6,31786,73.475268,151,63
"Very Bad Things",1998,"Comedy",100,31,6.3,38031,9.898412,490,96
"Blast from the Past",1999,"Comedy",112,48,6.5,45246,40.26302,257,98
"The Cider House Rules",1999,"Drama",126,75,7.4,75213,88.545092,426,135
"He Got Game",1998,"Drama",136,63,6.9,34114,21.567853,123,54
"Orgazmo",1997,"Comedy",94,48,6.2,29476,0.602302,176,54
"Heartbreakers",2001,"Comedy",123,47,6.2,42090,57.756408,223,121
"Notting Hill",1999,"Comedy",124,66,7,185165,363.970211,678,141
"Open Your Eyes",1997,"Drama",119,NA,7.8,49434,0.377967,225,91
"Man on the Moon",1999,"Biography",118,58,7.4,96057,47.43443,573,137
"Shrek",2001,"Animation",90,84,7.9,420957,487.769799,1071,168
"Election",1999,"Comedy",103,83,7.3,69612,14.902041,478,167
"Who Am I?",1998,"Action",120,NA,6.8,25595,NA,136,23
"Elizabeth",1998,"Biography",124,75,7.5,71406,82.150642,432,148
"Can't Hardly Wait",1998,"Comedy",100,52,6.5,35724,25.605015,265,82
"Instinct",1999,"Drama",126,43,6.5,25749,34.105207,243,86
"Rounders",1998,"Crime",121,54,7.4,114455,22.912409,316,136
"Rushmore",1998,"Comedy",93,86,7.7,124741,17.1955,666,190
"You've Got Mail",1998,"Comedy",119,57,6.5,139830,250.821495,619,129
"The Iron Giant",1999,"Animation",86,85,8,116701,23.180087,581,193
"Patch Adams",1998,"Biography",115,25,6.6,74405,202.292902,416,55
"Ravenous",1999,"Horror",101,46,7.1,27768,2.062405,327,146
"There's Something About Mary",1998,"Comedy",119,69,7.1,233930,369.884651,650,183
"I Still Know What You Did Last Summer",1998,"Horror",100,21,4.5,51772,40.002112,431,134
"Mickey Blue Eyes",1999,"Comedy",102,49,5.8,28885,54.264342,121,93
"Dinosaur",2000,"Animation",82,56,6.4,35188,349.822765,258,133
"Run Lola Run",1998,"Crime",81,77,7.8,153791,7.267585,743,195
"Bowfinger",1999,"Comedy",97,71,6.4,54353,98.625775,380,129
"Edtv",1999,"Comedy",122,48,6.1,34229,35.242897,201,73
"BASEketball",1998,"Comedy",103,38,6.6,47012,7.02729,212,43
"Driven",2001,"Action",116,29,4.5,33057,54.744738,347,114
"Mystery Men",1999,"Action",121,65,6,51403,33.461011,453,138
"October Sky",1999,"Biography",108,71,7.8,59401,34.698753,380,118
"The Matrix",1999,"Action",136,73,8.7,1080566,465.718588,4310,342
"Planet of the Apes",2001,"Action",119,50,5.7,169053,362.21174,1377,224
"Treasure Planet",2002,"Animation",95,60,7,62733,110.041363,266,133
"Asterix and Obelix vs. Caesar",1999,"Adventure",109,NA,5.8,28478,1.632567,57,26
"The Faculty",1998,"Horror",104,61,6.4,86591,40.283321,512,175
"The Siege",1998,"Action",116,53,6.3,54498,116.672912,295,122
"Scream 3",2000,"Horror",116,56,5.5,90923,161.834276,763,226
"The Talented Mr. Ripley",1999,"Crime",139,76,7.3,127088,128.798265,751,204
"8MM",1999,"Crime",123,19,6.5,99779,96.618699,617,118
"Pitch Black",2000,"Action",109,49,7.1,182486,53.187659,827,134
"Arlington Road",1999,"Crime",117,65,7.2,66888,41.067311,617,162
"Entrapment",1999,"Action",113,54,6.2,81674,212.404396,291,147
"Fight Club",1999,"Drama",139,66,8.9,1191784,101.218804,3758,370
"Shakespeare in Love",1998,"Comedy",123,87,7.2,164218,289.317794,782,130
"The Astronaut's Wife",1999,"Drama",109,37,5.3,43132,19.598588,270,112
"Idle Hands",1999,"Comedy",92,31,6.2,32296,4.15223,216,68
"Intolerable Cruelty",2003,"Comedy",100,71,6.3,71524,120.801243,335,171
"Pi",1998,"Drama",84,72,7.5,134699,3.221152,614,134
"The Road to El Dorado",2000,"Animation",89,51,6.9,50253,76.432727,163,77
"Cruel Intentions",1999,"Drama",97,56,6.9,140453,76.347426,764,101
"Go",1999,"Comedy",102,72,7.3,57616,28.451622,426,113
"Lake Placid",1999,"Comedy",82,34,5.6,39793,56.870414,396,166
"Message in a Bottle",1999,"Drama",126,39,6.1,27138,118.880016,240,81
"Training Day",2001,"Crime",122,70,7.7,281511,104.876233,712,127
"Varsity Blues",1999,"Comedy",106,50,6.4,33454,54.294169,279,71
"The Thirteenth Floor",1999,"Mystery",100,36,7,46919,18.564088,328,114
"The Insider",1999,"Biography",157,84,7.9,125768,60.289912,550,215
"Central Station",1998,"Drama",110,80,8,27592,5.971073,271,69
"Forces of Nature",1999,"Comedy",105,46,5.4,25161,93.90068,196,96
"Inspector Gadget",1999,"Action",78,36,4.1,33785,134.403112,237,74
"U-571",2000,"Action",116,62,6.6,62545,127.666415,637,173
"Big Daddy",1999,"Comedy",93,41,6.4,148827,234.801895,299,91
"The Ninth Gate",1999,"Mystery",133,44,6.7,129909,58.401898,719,163
"The World Is Not Enough",1999,"Action",128,59,6.4,145553,361.8324,724,113
"American Psycho",2000,"Drama",101,64,7.6,323670,34.266564,1267,311
"The Boondock Saints",1999,"Action",108,44,7.9,189580,0.030471,932,112
"Bride of Chucky",1998,"Comedy",89,NA,5.3,36953,50.688658,320,109
"The General's Daughter",1999,"Drama",116,47,6.2,39781,149.705852,286,117
"Nutty Professor II: The Klumps",2000,"Comedy",106,38,4.3,37140,166.33989,181,97
"Spider-Man",2002,"Action",121,73,7.3,494371,825.025036,2130,322
"Stigmata",1999,"Horror",103,28,6.2,51939,89.446268,406,149
"Austin Powers: The Spy Who Shagged Me",1999,"Action",95,59,6.6,169436,312.016928,791,181
"The Bone Collector",1999,"Crime",118,45,6.6,110453,151.493655,425,77
"Thirteen Days",2000,"Drama",145,67,7.3,43348,66.57989,338,171
"Lara Croft: Tomb Raider",2001,"Action",100,33,5.7,145822,274.70334,852,211
"Urban Legend",1998,"Horror",99,35,5.5,45062,72.527595,444,126
"End of Days",1999,"Action",122,33,5.7,84257,211.989043,541,171
"Any Given Sunday",1999,"Drama",162,52,6.8,92931,100.230832,467,108
"High Fidelity",2000,"Comedy",113,79,7.6,134771,47.126295,628,183
"The Legend of Bagger Vance",2000,"Drama",126,47,6.7,42805,39.459427,279,127
"Happiness",1998,"Comedy",134,81,7.8,52434,2.982011,520,153
"10 Things I Hate About You",1999,"Comedy",97,70,7.2,201405,53.485989,618,129
"Deep Blue Sea",1999,"Action",105,54,5.8,92347,164.648142,694,192
"Double Jeopardy",1999,"Crime",105,40,6.3,52893,177.841558,370,132
"Show Me Love",1998,"Comedy",89,73,7.7,40485,0.219331,330,63
"The Messenger: The Story of Joan of Arc",1999,"Adventure",158,54,6.4,53526,66.976317,402,116
"Never Been Kissed",1999,"Comedy",107,60,6,63526,84.56523,367,103
"Office Space",1999,"Comedy",89,68,7.8,186474,10.82781,658,126
"Taxi",1998,"Action",86,NA,6.9,57413,NA,118,40
"The Celebration",1998,"Drama",105,82,8.1,62593,1.657778,270,113
"Following",1998,"Mystery",69,60,7.6,59767,0.048482,208,137
"The Thomas Crown Affair",1999,"Crime",113,72,6.8,69412,124.305181,439,157
"Psycho",1998,"Horror",105,47,4.6,36345,37.170655,629,134
"Drop Dead Gorgeous",1999,"Comedy",97,28,6.5,26239,10.571408,338,75
"Sweet and Lowdown",1999,"Comedy",95,70,7.3,26109,4.525794,144,84
"South Park: Bigger Longer & Uncut",1999,"Animation",81,73,7.8,151013,83.137603,959,166
"The Virgin Suicides",1999,"Drama",97,76,7.2,108522,10.409377,546,177
"Behind Enemy Lines",2001,"Action",106,49,6.4,81700,91.753202,437,138
"Cold Mountain",2003,"Drama",154,73,7.2,112184,173.013509,697,173
"Charlie's Angels",2000,"Action",98,52,5.5,136579,264.105545,662,196
"Rules of Engagement",2000,"Action",128,45,6.4,35946,71.732303,282,63
"She's All That",1999,"Comedy",95,51,5.8,62030,103.166989,407,78
"What Lies Beneath",2000,"Drama",130,51,6.6,93122,291.420351,704,178
"Cast Away",2000,"Adventure",143,73,7.7,353894,429.632142,1184,100
"Ghost World",2001,"Comedy",111,88,7.5,90810,8.764007,507,136
"Sleepy Hollow",1999,"Drama",105,65,7.4,245889,206.071502,1030,240
"Shaft",2000,"Action",99,50,5.9,55680,107.626125,310,146
"Summer of Sam",1999,"Crime",142,67,6.6,30076,19.28813,361,91
"Jurassic Park III",2001,"Action",92,42,5.9,195680,368.780809,1312,226
"Runaway Bride",1999,"Comedy",116,39,5.4,68811,309.460292,260,106
"American Pie",1999,"Comedy",95,58,7,295837,235.483004,809,147
"Bringing Out the Dead",1999,"Drama",121,70,6.8,50872,16.797191,395,174
"The Beach",2000,"Adventure",119,43,6.6,159828,144.056873,590,112
"Hollow Man",2000,"Sci-Fi",112,24,5.7,95808,190.213455,663,182
"The Sum of All Fears",2002,"Action",124,45,6.4,82088,193.921372,572,175
"Stir of Echoes",1999,"Horror",99,67,7,58908,21.142914,396,156
"Along Came a Spider",2001,"Thriller",104,42,6.3,55623,105.178561,351,126
"Stuart Little",1999,"Adventure",84,61,5.9,84836,300.135367,201,102
"Detroit Rock City",1999,"Comedy",95,33,6.8,29583,4.217115,199,44
"Ghost Dog: The Way of the Samurai",1999,"Action",116,67,7.6,66591,9.380473,359,156
"Romeo Must Die",2000,"Action",115,52,6.1,54194,91.03676,374,72
"Sinbad: Legend of the Seven Seas",2003,"Animation",88,48,6.7,32647,80.773077,108,94
"Anna and the King",1999,"Drama",148,56,6.7,29621,113.996937,221,82
"Spirit: Stallion of the Cimarron",2002,"Animation",83,52,7,38193,122.563539,253,110
"The Straight Story",1999,"Biography",112,86,8,60487,6.416325,445,163
"Mulholland Drive",2001,"Drama",147,81,8,217268,20.129557,1929,318
"Hellboy",2004,"Action",122,72,6.8,226573,99.378985,652,105
"The Lord of the Rings: The Return of the King",2003,"Adventure",201,94,8.9,1081144,1142.271098,3718,353
"The Lord of the Rings: The Two Towers",2002,"Adventure",179,88,8.7,973663,951.227416,2575,324
"The Sixth Sense",1999,"Drama",107,64,8.2,638105,672.806292,2233,265
"Dancer in the Dark",2000,"Crime",140,61,8,73989,40.031879,718,133
"American Beauty",1999,"Drama",122,86,8.4,741941,356.296601,2903,198
"How the Grinch Stole Christmas",2000,"Comedy",104,46,6,127366,345.141403,570,136
"Tigerland",2000,"Drama",101,55,7,32279,0.148701,158,73
"The Haunting",1999,"Fantasy",113,NA,4.9,55337,177.311151,832,174
"Keeping the Faith",2000,"Comedy",128,60,6.4,43342,59.945183,262,146
"Nurse Betty",2000,"Comedy",110,69,6.3,29450,29.364989,262,162
"Boys Don't Cry",1999,"Biography",118,86,7.6,72521,11.540607,446,123
"Bad Boys II",2003,"Action",147,38,6.5,164957,273.339556,565,114
"Girl, Interrupted",1999,"Biography",127,51,7.3,114862,48.350205,418,55
"Gladiator",2000,"Action",155,64,8.5,872873,465.361176,2653,213
"Kuch Kuch Hota Hai",1998,"Comedy",177,NA,7.8,27541,NA,111,16
"Final Fantasy: The Spirits Within",2001,"Animation",106,49,6.4,69574,85.13183,786,80
"The Hurricane",1999,"Biography",146,74,7.6,71165,73.956241,281,68
"Scary Movie",2000,"Comedy",88,48,6.2,173744,278.019771,918,107
"Magnolia",1999,"Drama",188,77,8,228895,48.451803,1508,219
"Galaxy Quest",1999,"Adventure",102,70,7.3,114358,90.683916,672,101
"The Perfect Storm",2000,"Action",130,59,6.4,126087,328.718434,804,198
"Ring",1998,"Horror",96,NA,7.3,47249,0.059001,422,178
"15 Minutes",2001,"Action",120,34,6.1,40658,56.35998,265,153
"Requiem for a Dream",2000,"Drama",102,68,8.4,516397,7.390108,2130,250
"Quills",2000,"Biography",124,70,7.4,42789,17.989227,312,99
"Blue Streak",1999,"Action",93,46,6.2,57319,117.7585,161,41
"Finding Forrester",2000,"Drama",136,62,7.3,69971,80.049764,338,132
"Minority Report",2002,"Action",145,80,7.7,369160,358.372926,1392,262
"Terminator 3: Rise of the Machines",2003,"Action",109,66,6.4,279627,433.371112,1721,292
"Traffic",2000,"Crime",147,86,7.7,162334,207.515725,897,201
"Almost Famous",2000,"Drama",122,90,7.9,192963,47.383689,867,154
"Boiler Room",2000,"Crime",120,63,7,39088,28.780255,253,61
"Bicentennial Man",1999,"Comedy",132,42,6.8,80153,87.423861,394,104
"Me, Myself & Irene",2000,"Comedy",116,49,6.5,174369,149.270999,502,161
"Mission to Mars",2000,"Adventure",114,34,5.5,57032,110.983407,983,193
"Phone Booth",2002,"Thriller",81,56,7.1,191541,97.837138,660,205
"A Knight's Tale",2001,"Action",132,54,6.9,127639,117.487473,702,170
"Taxi 2",2000,"Action",88,NA,6.4,37727,60.726164,54,39
"Reindeer Games",2000,"Action",104,37,5.7,29531,32.16897,222,70
"Shanghai Noon",2000,"Action",110,77,6.6,88648,99.274467,297,141
"Wonder Boys",2000,"Comedy",107,73,7.4,52990,33.426588,347,183
"Battlefield Earth",2000,"Action",118,9,2.4,62491,29.725663,1377,118
"All About My Mother",1999,"Drama",101,87,7.9,64521,67.952969,243,90
"House on Haunted Hill",1999,"Horror",93,28,5.6,43126,42.593455,546,159
"Little Nicky",2000,"Comedy",90,38,5.3,75849,58.292295,258,88
"The Blair Witch Project",1999,"Horror",81,81,6.4,173359,248.639099,3527,410
"Frequency",2000,"Crime",118,67,7.3,76522,68.106245,547,131
"Space Cowboys",2000,"Action",130,73,6.4,56843,128.884132,351,154
"Gone in Sixty Seconds",2000,"Action",118,35,6.5,203992,237.202299,552,135
"The Patriot",2000,"Action",165,63,7.1,192610,215.294342,1196,206
"Blade II",2002,"Action",117,52,6.7,144679,155.010032,575,223
"Shadow of the Vampire",2000,"Drama",92,71,6.9,32976,11.155214,333,210
"The Whole Nine Yards",2000,"Comedy",98,47,6.7,85528,106.371651,321,53
"Crouching Tiger, Hidden Dragon",2000,"Action",120,93,7.9,205400,213.525736,1673,314
"Dungeons & Dragons",2000,"Action",107,14,3.6,26518,33.978694,608,79
"O Brother, Where Art Thou?",2000,"Comedy",107,69,7.8,207397,71.868327,910,100
"Pok<U+FFFD>mon: The First Movie - Mewtwo Strikes Back",1998,"Animation",96,35,5.7,26587,163.644662,272,75
"Vertical Limit",2000,"Action",124,48,5.8,46589,215.663859,394,137
"The Replacements",2000,"Comedy",118,30,6.5,45049,50.054511,271,121
"28 Days",2000,"Comedy",103,46,6,32275,62.198945,205,121
"The Skulls",2000,"Action",106,24,5.6,25638,50.80212,192,91
"Erin Brockovich",2000,"Biography",131,73,7.3,125456,256.271286,525,155
